"fidelity","max_success_probability"
0.2757255929766878,0.1294733011806055
0.279749741972506,0.12762601969842352
0.2837738909683242,0.12762601969842352
0.28779803996414244,0.12583204323902966
0.2918221889599606,0.12583204323902966
0.2958463379557788,0.12408733715177715
0.299870486951597,0.12408733715177715
0.3038946359474152,0.12408733715177715
0.30791878494323344,0.12238813293802714
0.3119429339390516,0.12238813293802714
0.3159670829348698,0.12073090919365832
0.319991231930688,0.12073090919365832
0.3240153809265062,0.12073090919365832
0.32803952992232444,0.11911237398302238
0.33206367891814265,0.11911237398302238
0.3360878279139608,0.11752944853356996
0.340111976909779,0.11752944853356996
0.3441361259055972,0.11752944853356996
0.34816027490141543,0.11597925214952703
0.35218442389723364,0.11597925214952703
0.35620857289305186,0.1144590882513791
0.36023272188887,0.1144590882513791
0.3642568708846882,0.1144590882513791
0.36828101988050643,0.11296643145557507
0.37230516887632464,0.11296643145557507
0.37632931787214285,0.11149891561587351
0.380353466867961,0.11149891561587351
0.3843776158637792,0.11149891561587351
0.38840176485959743,0.11005432275417086
0.39242591385541564,0.11005432275417086
0.39645006285123385,0.10863057281453174
0.40047421184705206,0.10863057281453174
0.4044983608428703,0.10863057281453174
0.40852250983868843,0.10722571417953117
0.41254665883450664,0.10722571417953117
0.41657080783032485,0.10583791489296733
0.42059495682614306,0.10583791489296733
0.4246191058219613,0.10446545453753961
0.42864325481777943,0.10446545453753961
0.4326674038135977,0.10446545453753961
0.43669155280941585,0.10310671672026203
0.44071570180523406,0.10310671672026203
0.44473985080105227,0.10176018212221294
0.4487639997968704,0.10176018212221294
0.4527881487926887,0.10042442207275167
0.45681229778850685,0.10042442207275167
0.46083644678432506,0.10042442207275167
0.46486059578014327,0.09909809261158097
0.4688847447759615,0.09909809261158097
0.4729088937717797,0.09777992900502616
0.47693304276759785,0.09777992900502616
0.48095719176341606,0.09646874068566558
0.48498134075923427,0.09646874068566558
0.4890054897550525,0.09516340658699372
0.4930296387508707,0.09516340658699372
0.49705378774668885,0.0938628708471586
0.5010779367425071,0.0938628708471586
0.5051020857383253,0.09256613885799293
0.5091262347341434,0.09256613885799293
0.5131503837299617,0.09127227363758185
0.5171745327257798,0.09127227363758185
0.5211986817215981,0.08998039250648461
0.5252228307174163,0.08998039250648461
0.5292469797132344,0.0886896640494704
0.5332711287090527,0.0886896640494704
0.537295277704871,0.08739930534625148
0.5413194267006891,0.08739930534625148
0.5453435756965073,0.0861085794562097
0.5493677246923254,0.0861085794562097
0.5533918736881437,0.08481679314352526
0.557416022683962,0.08481679314352526
0.5614401716797801,0.08352329483044273
0.5654643206755983,0.08222747276764998
0.5694884696714164,0.08222747276764998
0.5735126186672347,0.08092875341191572
0.577536767663053,0.08092875341191572
0.5815609166588711,0.07962660000223565
0.5855850656546893,0.07832051132677986
0.5896092146505075,0.07832051132677986
0.5936333636463257,0.07701002067392668
0.597657512642144,0.07569469496161178
0.6016816616379621,0.07437413404012293
0.6057058106337803,0.07437413404012293
0.6097299596295985,0.0730479701643373
0.6137541086254168,0.0717158676322299
0.617778257621235,0.07037752258728759
0.6218024066170531,0.07037752258728759
0.6258265556128713,0.0690326629832426
0.6298507046086895,0.06768104871029985
0.6338748536045078,0.06632247188277354
0.637899002600326,0.06495675728877612
0.6419231515961441,0.06358376300331758
0.6459473005919623,0.062203381166876424
0.6499714495877805,0.059420199582787915
0.6539955985835988,0.05801736382716534
0.658019747579417,0.05660707127378902
0.6620438965752351,0.05376447886535319
0.6660680455710533,0.05089358520161431
0.6700921945668715,0.04799630244382456
0.6741163435626898,0.04360715326894078
0.678140492558508,0.033245169194448254
